Province,feature_name,shap_value,feature_value,base_value,predicted_pm25
Mae Hong Son,pm25_roll_max_3h,-1.6448512,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_roll_max_6h,0.045907002,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_roll_max_12h,0.0039685345,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_roll_max_24h,-0.101945326,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_roll_max_48h,0.02813041,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_roll_max_168h,0.10606144,0.0,0.48551037907600403,0.0
Mae Hong Son,hotspot_roll_sum_24h,-0.0059720282,0.0,0.48551037907600403,0.0
Mae Hong Son,hotspot_roll_sum_48h,-0.011554584,0.0,0.48551037907600403,0.0
Mae Hong Son,hotspot_roll_sum_168h,-0.010449263,0.0,0.48551037907600403,0.0
Mae Hong Son,frp_roll_sum_24h,-0.000918456,0.0,0.48551037907600403,0.0
Mae Hong Son,frp_roll_sum_48h,-0.007593991,0.0,0.48551037907600403,0.0
Mae Hong Son,frp_roll_sum_168h,-0.02417195,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_delta_1h,0.23036063,0.0,0.48551037907600403,0.0
Mae Hong Son,pm25_delta_24h,-0.0047005964,0.0,0.48551037907600403,0.0
Mae Hong Son,humidity_delta_1h,-0.018954486,-2.0,0.48551037907600403,0.0
Mae Hong Son,humidity_delta_24h,0.0009420069,2.0,0.48551037907600403,0.0
Nan,temperature_2m,-0.08444231,24.1,0.48551037907600403,0.0
Nan,relative_humidity_2m,-0.23328522,99.0,0.48551037907600403,0.0
Nan,precipitation_log,-0.12684533,0.832909122935104,0.48551037907600403,0.0
Nan,surface_pressure,0.42384616,982.2,0.48551037907600403,0.0
Nan,wind_speed_10m,-0.003792038,5.0,0.48551037907600403,0.0
Nan,wind_dir_sin,-0.006901217,-0.2588190451025208,0.48551037907600403,0.0
Nan,wind_dir_cos,-0.02826387,-0.9659258262890683,0.48551037907600403,0.0
Nan,hotspot_log,0.002295378,0.0,0.48551037907600403,0.0
Nan,frp_sum_log,5.5434288e-05,0.0,0.48551037907600403,0.0
Nan,frp_mean_log,0.017857254,0.0,0.48551037907600403,0.0
Nan,hour_sin,-0.17420779,-0.25881904510252157,0.48551037907600403,0.0
Nan,hour_cos,0.011653096,0.9659258262890681,0.48551037907600403,0.0
Nan,month_sin,-0.01435145,-0.4999999999999997,0.48551037907600403,0.0
Nan,month_cos,-0.026689023,-0.8660254037844388,0.48551037907600403,0.0
Nan,day_sin,0.022914588,-0.20129852008866114,0.48551037907600403,0.0
Nan,day_cos,0.005124963,0.9795299412524943,0.48551037907600403,0.0
Nan,is_haze_season,-0.00029381155,0.0,0.48551037907600403,0.0
Nan,year,-0.01957937,2026.0,0.48551037907600403,0.0
Nan,province_label,0.0,5.0,0.48551037907600403,0.0
Nan,province_target_enc,0.0,18.212416209628277,0.48551037907600403,0.0
Nan,temp_x_humidity,0.03484052,23.859,0.48551037907600403,0.0
Nan,hotspot_x_haze,-3.46437e-05,0.0,0.48551037907600403,0.0
Nan,frp_x_haze,-0.00066951296,0.0,0.48551037907600403,0.0
Nan,wind_x_hotspot,-0.0007829446,0.0,0.48551037907600403,0.0
Nan,pm25_lag_1h,-11.306056,0.0,0.48551037907600403,0.0
Nan,pm25_lag_2h,-0.5512095,0.0,0.48551037907600403,0.0
Nan,pm25_lag_3h,-0.002960995,0.0,0.48551037907600403,0.0
Nan,pm25_lag_6h,-0.020261612,0.0,0.48551037907600403,0.0
Nan,pm25_lag_12h,0.14771798,0.0,0.48551037907600403,0.0
Nan,pm25_lag_24h,-1.5661081,0.0,0.48551037907600403,0.0
Nan,pm25_lag_48h,-0.18732624,0.0,0.48551037907600403,0.0
Nan,pm25_lag_72h,-0.02150742,0.0,0.48551037907600403,0.0
Nan,hotspot_lag_24h,-0.0083369,0.0,0.48551037907600403,0.0
Nan,hotspot_lag_48h,-0.0084975995,0.0,0.48551037907600403,0.0
Nan,hotspot_lag_72h,-0.0052282484,0.0,0.48551037907600403,0.0
Nan,frp_sum_lag_24h,-0.0031116179,0.0,0.48551037907600403,0.0
Nan,frp_sum_lag_48h,-0.007996424,0.0,0.48551037907600403,0.0
Nan,frp_sum_lag_72h,-0.0025467752,0.0,0.48551037907600403,0.0
Nan,hotspot_log_lag_24h,-0.0025668268,0.0,0.48551037907600403,0.0
Nan,hotspot_log_lag_48h,-0.0014971668,0.0,0.48551037907600403,0.0
Nan,hotspot_log_lag_72h,-0.0013279599,0.0,0.48551037907600403,0.0
Nan,pm25_roll_mean_3h,-2.1003273,0.0,0.48551037907600403,0.0
Nan,pm25_roll_mean_6h,-0.00703997,0.0,0.48551037907600403,0.0
Nan,pm25_roll_mean_12h,0.0066882535,0.0,0.48551037907600403,0.0
Nan,pm25_roll_mean_24h,-0.4115333,0.0,0.48551037907600403,0.0
Nan,pm25_roll_mean_48h,0.039527997,0.0,0.48551037907600403,0.0
Nan,pm25_roll_mean_168h,0.16537562,0.0,0.48551037907600403,0.0
Nan,pm25_roll_std_3h,0.057882454,0.0,0.48551037907600403,0.0
Nan,pm25_roll_std_6h,0.08798866,0.0,0.48551037907600403,0.0
Nan,pm25_roll_std_12h,-0.09153888,0.0,0.48551037907600403,0.0
Nan,pm25_roll_std_24h,0.02702903,0.0,0.48551037907600403,0.0
Nan,pm25_roll_std_48h,-0.042463124,0.0,0.48551037907600403,0.0
Nan,pm25_roll_std_168h,0.005858524,0.0,0.48551037907600403,0.0
Nan,pm25_roll_max_3h,-1.6403921,0.0,0.48551037907600403,0.0
Nan,pm25_roll_max_6h,0.04480971,0.0,0.48551037907600403,0.0
Nan,pm25_roll_max_12h,0.008398486,0.0,0.48551037907600403,0.0
Nan,pm25_roll_max_24h,-0.077939965,0.0,0.48551037907600403,0.0
Nan,pm25_roll_max_48h,0.089889586,0.0,0.48551037907600403,0.0
Nan,pm25_roll_max_168h,0.10726717,0.0,0.48551037907600403,0.0
Nan,hotspot_roll_sum_24h,-0.0050801076,0.0,0.48551037907600403,0.0
Nan,hotspot_roll_sum_48h,-0.013621034,0.0,0.48551037907600403,0.0
Nan,hotspot_roll_sum_168h,-0.011078921,0.0,0.48551037907600403,0.0
Nan,frp_roll_sum_24h,-0.0006406244,0.0,0.48551037907600403,0.0
Nan,frp_roll_sum_48h,-0.0055582295,0.0,0.48551037907600403,0.0
Nan,frp_roll_sum_168h,-0.019256756,0.0,0.48551037907600403,0.0
Nan,pm25_delta_1h,0.25298655,0.0,0.48551037907600403,0.0
Nan,pm25_delta_24h,-0.01238149,0.0,0.48551037907600403,0.0
Nan,humidity_delta_1h,-0.041694388,0.0,0.48551037907600403,0.0
Nan,humidity_delta_24h,-0.001255768,1.0,0.48551037907600403,0.0
Phayao,temperature_2m,-0.09220327,24.8,0.48551037907600403,0.0
Phayao,relative_humidity_2m,-0.05281868,93.0,0.48551037907600403,0.0
Phayao,precipitation_log,-0.09472732,0.5306282510621704,0.48551037907600403,0.0
Phayao,surface_pressure,-0.059624035,960.7,0.48551037907600403,0.0
Phayao,wind_speed_10m,-0.0011244334,3.5,0.48551037907600403,0.0
Phayao,wind_dir_sin,0.006252148,0.258819045102521,0.48551037907600403,0.0
Phayao,wind_dir_cos,-0.054799117,-0.9659258262890682,0.48551037907600403,0.0
Phayao,hotspot_log,-0.0004453975,0.0,0.48551037907600403,0.0
Phayao,frp_sum_log,-0.00077781826,0.0,0.48551037907600403,0.0
Phayao,frp_mean_log,0.012938468,0.0,0.48551037907600403,0.0
Phayao,hour_sin,-0.19250153,-0.25881904510252157,0.48551037907600403,0.0
Phayao,hour_cos,0.07722207,0.9659258262890681,0.48551037907600403,0.0
Phayao,month_sin,-0.017309891,-0.4999999999999997,0.48551037907600403,0.0
Phayao,month_cos,-0.024622142,-0.8660254037844388,0.48551037907600403,0.0
Phayao,day_sin,0.02765386,-0.20129852008866114,0.48551037907600403,0.0
Phayao,day_cos,0.0056167804,0.9795299412524943,0.48551037907600403,0.0
Phayao,is_haze_season,-0.00029381155,0.0,0.48551037907600403,0.0
Phayao,year,-0.015990557,2026.0,0.48551037907600403,0.0
Phayao,province_label,0.0,6.0,0.48551037907600403,0.0
Phayao,province_target_enc,0.0,17.143692870201097,0.48551037907600403,0.0
Phayao,temp_x_humidity,-0.027178025,23.064,0.48551037907600403,0.0
Phayao,hotspot_x_haze,3.5155244e-07,0.0,0.48551037907600403,0.0
Phayao,frp_x_haze,-0.0008424541,0.0,0.48551037907600403,0.0
Phayao,wind_x_hotspot,-0.00021881168,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_1h,-11.30737,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_2h,-0.55564666,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_3h,0.002349696,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_6h,-0.022737509,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_12h,0.029897189,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_24h,-1.68164,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_48h,-0.17178641,0.0,0.48551037907600403,0.0
Phayao,pm25_lag_72h,-0.048406918,0.0,0.48551037907600403,0.0
Phayao,hotspot_lag_24h,-0.009843785,0.0,0.48551037907600403,0.0
Phayao,hotspot_lag_48h,-0.008193844,0.0,0.48551037907600403,0.0
Phayao,hotspot_lag_72h,-0.0052396,0.0,0.48551037907600403,0.0
Phayao,frp_sum_lag_24h,-0.003443104,0.0,0.48551037907600403,0.0
Phayao,frp_sum_lag_48h,-0.009526559,0.0,0.48551037907600403,0.0
Phayao,frp_sum_lag_72h,-0.0020742794,0.0,0.48551037907600403,0.0
Phayao,hotspot_log_lag_24h,-0.0027628038,0.0,0.48551037907600403,0.0
Phayao,hotspot_log_lag_48h,-0.0014971668,0.0,0.48551037907600403,0.0
Phayao,hotspot_log_lag_72h,-0.0013279599,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_mean_3h,-2.1200166,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_mean_6h,-0.004467774,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_mean_12h,0.009049976,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_mean_24h,-0.38507205,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_mean_48h,-0.001626669,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_mean_168h,0.068758175,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_std_3h,0.071892485,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_std_6h,0.015889287,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_std_12h,-0.06218501,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_std_24h,0.02485024,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_std_48h,-0.029813018,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_std_168h,0.005356587,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_max_3h,-1.6436245,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_max_6h,0.045838285,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_max_12h,0.010237977,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_max_24h,-0.07584341,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_max_48h,0.035478767,0.0,0.48551037907600403,0.0
Phayao,pm25_roll_max_168h,0.00978341,0.0,0.48551037907600403,0.0
Phayao,hotspot_roll_sum_24h,-0.002710848,0.0,0.48551037907600403,0.0
Phayao,hotspot_roll_sum_48h,-0.013623779,0.0,0.48551037907600403,0.0
Phayao,hotspot_roll_sum_168h,-0.009946224,0.0,0.48551037907600403,0.0
Phayao,frp_roll_sum_24h,-0.00054573565,0.0,0.48551037907600403,0.0
Phayao,frp_roll_sum_48h,-0.011551842,0.0,0.48551037907600403,0.0
Phayao,frp_roll_sum_168h,-0.020904224,0.0,0.48551037907600403,0.0
Phayao,pm25_delta_1h,0.20724277,0.0,0.48551037907600403,0.0
Phayao,pm25_delta_24h,-0.045513973,0.0,0.48551037907600403,0.0
Phayao,humidity_delta_1h,-0.028807119,1.0,0.48551037907600403,0.0
Phayao,humidity_delta_24h,-0.0005217645,-1.0,0.48551037907600403,0.0
Phrae,temperature_2m,-0.03485338,25.2,0.48551037907600403,0.0
Phrae,relative_humidity_2m,-0.23610482,96.0,0.48551037907600403,0.0
Phrae,precipitation_log,-0.10836108,1.252762968495368,0.48551037907600403,0.0
Phrae,surface_pressure,0.5015932,986.9,0.48551037907600403,0.0
Phrae,wind_speed_10m,0.06369755,1.0,0.48551037907600403,0.0
Phrae,wind_dir_sin,0.00832894,0.9271838545667874,0.48551037907600403,0.0
Phrae,wind_dir_cos,-0.043655444,-0.37460659341591207,0.48551037907600403,0.0
Phrae,hotspot_log,0.005139083,0.0,0.48551037907600403,0.0
Phrae,frp_sum_log,-0.00011726248,0.0,0.48551037907600403,0.0
Phrae,frp_mean_log,0.027226657,0.0,0.48551037907600403,0.0
Phrae,hour_sin,-0.17374294,-0.25881904510252157,0.48551037907600403,0.0
Phrae,hour_cos,0.04512412,0.9659258262890681,0.48551037907600403,0.0
Phrae,month_sin,-0.011750783,-0.4999999999999997,0.48551037907600403,0.0
Phrae,month_cos,-0.025316179,-0.8660254037844388,0.48551037907600403,0.0
Phrae,day_sin,0.03506914,-0.20129852008866114,0.48551037907600403,0.0
Phrae,day_cos,0.0060661235,0.9795299412524943,0.48551037907600403,0.0
Phrae,is_haze_season,-0.00029381155,0.0,0.48551037907600403,0.0
Phrae,year,-0.017118545,2026.0,0.48551037907600403,0.0
Phrae,province_label,0.0,7.0,0.48551037907600403,0.0
Phrae,province_target_enc,0.0,17.761144119439365,0.48551037907600403,0.0
Phrae,temp_x_humidity,0.09113735,24.191999999999997,0.48551037907600403,0.0
Phrae,hotspot_x_haze,3.424078e-05,0.0,0.48551037907600403,0.0
Phrae,frp_x_haze,-0.0006959611,0.0,0.48551037907600403,0.0
Phrae,wind_x_hotspot,-0.0009576378,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_1h,-11.287807,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_2h,-0.5521466,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_3h,-0.004624152,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_6h,-0.01782909,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_12h,0.15453938,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_24h,-1.5475632,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_48h,-0.17709497,0.0,0.48551037907600403,0.0
Phrae,pm25_lag_72h,-0.0053540245,0.0,0.48551037907600403,0.0
Phrae,hotspot_lag_24h,-0.0079755895,0.0,0.48551037907600403,0.0
Phrae,hotspot_lag_48h,-0.008480785,0.0,0.48551037907600403,0.0
Phrae,hotspot_lag_72h,-0.0042577847,0.0,0.48551037907600403,0.0
Phrae,frp_sum_lag_24h,-0.0032198457,0.0,0.48551037907600403,0.0
Phrae,frp_sum_lag_48h,-0.0068104262,0.0,0.48551037907600403,0.0
Phrae,frp_sum_lag_72h,-0.0011946298,0.0,0.48551037907600403,0.0
Phrae,hotspot_log_lag_24h,-0.0022209687,0.0,0.48551037907600403,0.0
Phrae,hotspot_log_lag_48h,-0.0016564934,0.0,0.48551037907600403,0.0
Phrae,hotspot_log_lag_72h,-0.0019609588,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_mean_3h,-2.082659,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_mean_6h,-0.009898437,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_mean_12h,-0.0064007174,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_mean_24h,-0.41996804,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_mean_48h,0.03437452,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_mean_168h,0.17322244,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_std_3h,0.058638044,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_std_6h,0.084895626,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_std_12h,-0.10598621,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_std_24h,0.03965837,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_std_48h,-0.042855375,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_std_168h,0.010323104,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_max_3h,-1.6418542,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_max_6h,0.046980936,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_max_12h,0.0031300161,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_max_24h,-0.07952955,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_max_48h,0.08937921,0.0,0.48551037907600403,0.0
Phrae,pm25_roll_max_168h,0.10647705,0.0,0.48551037907600403,0.0
Phrae,hotspot_roll_sum_24h,-0.0053891162,0.0,0.48551037907600403,0.0
Phrae,hotspot_roll_sum_48h,-0.011575004,0.0,0.48551037907600403,0.0
Phrae,hotspot_roll_sum_168h,-0.012616732,0.0,0.48551037907600403,0.0
Phrae,frp_roll_sum_24h,4.1782187e-05,0.0,0.48551037907600403,0.0
Phrae,frp_roll_sum_48h,-0.0076250103,0.0,0.48551037907600403,0.0
Phrae,frp_roll_sum_168h,-0.022113308,0.0,0.48551037907600403,0.0
Phrae,pm25_delta_1h,0.2387827,0.0,0.48551037907600403,0.0
Phrae,pm25_delta_24h,-0.06034633,0.0,0.48551037907600403,0.0
Phrae,humidity_delta_1h,-0.033984587,0.0,0.48551037907600403,0.0
Phrae,humidity_delta_24h,0.001632091,5.0,0.48551037907600403,0.0
