date,Province,hotspot_count,frp_sum,frp_mean
2023-09-13,Chiang Rai,0.0,0.0,0.0
2023-09-13,Lampang,0.0,0.0,0.0
2023-09-13,Lamphun,0.0,0.0,0.0
2023-09-13,Mae Hong Son,0.0,0.0,0.0
2023-09-13,Nan,0.0,0.0,0.0
2023-09-13,Phayao,0.0,0.0,0.0
2023-09-13,Phrae,0.0,0.0,0.0
2023-09-14,Chiang Mai,0.0,0.0,0.0
2023-09-14,Chiang Rai,0.0,0.0,0.0
2023-09-14,Lampang,0.0,0.0,0.0
2023-09-14,Lamphun,0.0,0.0,0.0
2023-09-14,Mae Hong Son,0.0,0.0,0.0
2023-09-14,Nan,0.0,0.0,0.0
2023-09-14,Phayao,0.0,0.0,0.0
2023-09-14,Phrae,0.0,0.0,0.0
2023-09-15,Chiang Mai,0.0,0.0,0.0
2023-09-15,Chiang Rai,0.0,0.0,0.0
2023-09-15,Lampang,0.0,0.0,0.0
2023-09-15,Lamphun,0.0,0.0,0.0
2023-09-15,Mae Hong Son,0.0,0.0,0.0
2023-09-15,Nan,0.0,0.0,0.0
2023-09-15,Phayao,0.0,0.0,0.0
2023-09-15,Phrae,0.0,0.0,0.0
2023-09-16,Chiang Mai,0.0,0.0,0.0
2023-09-16,Chiang Rai,0.0,0.0,0.0
2023-09-16,Lampang,0.0,0.0,0.0
2023-09-16,Lamphun,0.0,0.0,0.0
2023-09-16,Mae Hong Son,0.0,0.0,0.0
2023-09-16,Nan,0.0,0.0,0.0
2023-09-16,Phayao,0.0,0.0,0.0
2023-09-16,Phrae,0.0,0.0,0.0
2023-09-17,Chiang Mai,0.0,0.0,0.0
2023-09-17,Chiang Rai,0.0,0.0,0.0
2023-09-17,Lampang,0.0,0.0,0.0
2023-09-17,Lamphun,0.0,0.0,0.0
2023-09-17,Mae Hong Son,0.0,0.0,0.0
2023-09-17,Nan,0.0,0.0,0.0
2023-09-17,Phayao,0.0,0.0,0.0
2023-09-17,Phrae,0.0,0.0,0.0
2023-09-18,Chiang Mai,0.0,0.0,0.0
2023-09-18,Chiang Rai,0.0,0.0,0.0
2023-09-18,Lampang,0.0,0.0,0.0
2023-09-18,Lamphun,0.0,0.0,0.0
2023-09-18,Mae Hong Son,0.0,0.0,0.0
2023-09-18,Nan,0.0,0.0,0.0
2023-09-18,Phayao,0.0,0.0,0.0
2023-09-18,Phrae,0.0,0.0,0.0
2023-09-19,Chiang Mai,0.0,0.0,0.0
2023-09-19,Chiang Rai,0.0,0.0,0.0
2023-09-19,Lampang,0.0,0.0,0.0
2023-09-19,Lamphun,0.0,0.0,0.0
2023-09-19,Mae Hong Son,0.0,0.0,0.0
2023-09-19,Nan,0.0,0.0,0.0
2023-09-19,Phayao,0.0,0.0,0.0
2023-09-19,Phrae,0.0,0.0,0.0
2023-09-20,Chiang Mai,0.0,0.0,0.0
2023-09-20,Chiang Rai,0.0,0.0,0.0
2023-09-20,Lampang,0.0,0.0,0.0
2023-09-20,Lamphun,0.0,0.0,0.0
2023-09-20,Mae Hong Son,0.0,0.0,0.0
2023-09-20,Nan,0.0,0.0,0.0
2023-09-20,Phayao,0.0,0.0,0.0
2023-09-20,Phrae,0.0,0.0,0.0
2023-09-21,Chiang Mai,0.0,0.0,0.0
2023-09-21,Chiang Rai,3.0,29.75,9.916666666666666
2023-09-21,Lampang,0.0,0.0,0.0
2023-09-21,Lamphun,0.0,0.0,0.0
2023-09-21,Mae Hong Son,0.0,0.0,0.0
2023-09-21,Nan,0.0,0.0,0.0
2023-09-21,Phayao,0.0,0.0,0.0
2023-09-21,Phrae,0.0,0.0,0.0
2023-09-22,Chiang Mai,0.0,0.0,0.0
2023-09-22,Chiang Rai,1.0,3.61,3.61
2023-09-22,Lampang,0.0,0.0,0.0
2023-09-22,Lamphun,0.0,0.0,0.0
2023-09-22,Mae Hong Son,0.0,0.0,0.0
2023-09-22,Nan,0.0,0.0,0.0
2023-09-22,Phayao,0.0,0.0,0.0
2023-09-22,Phrae,0.0,0.0,0.0
2023-09-23,Chiang Mai,0.0,0.0,0.0
2023-09-23,Chiang Rai,0.0,0.0,0.0
2023-09-23,Lampang,0.0,0.0,0.0
2023-09-23,Lamphun,0.0,0.0,0.0
2023-09-23,Mae Hong Son,0.0,0.0,0.0
2023-09-23,Nan,0.0,0.0,0.0
2023-09-23,Phayao,0.0,0.0,0.0
2023-09-23,Phrae,2.0,5.14,2.57
2023-09-24,Chiang Mai,2.0,8.3,4.15
2023-09-24,Chiang Rai,1.0,2.95,2.95
2023-09-24,Lampang,0.0,0.0,0.0
2023-09-24,Lamphun,0.0,0.0,0.0
2023-09-24,Mae Hong Son,0.0,0.0,0.0
2023-09-24,Nan,0.0,0.0,0.0
2023-09-24,Phayao,0.0,0.0,0.0
2023-09-24,Phrae,0.0,0.0,0.0
2023-09-25,Chiang Mai,0.0,0.0,0.0
2023-09-25,Chiang Rai,0.0,0.0,0.0
2023-09-25,Lampang,0.0,0.0,0.0
2023-09-25,Lamphun,0.0,0.0,0.0
2023-09-25,Mae Hong Son,0.0,0.0,0.0
2023-09-25,Nan,0.0,0.0,0.0
2023-09-25,Phayao,0.0,0.0,0.0
2023-09-25,Phrae,0.0,0.0,0.0
2023-09-26,Chiang Mai,0.0,0.0,0.0
2023-09-26,Chiang Rai,0.0,0.0,0.0
2023-09-26,Lampang,0.0,0.0,0.0
2023-09-26,Lamphun,0.0,0.0,0.0
2023-09-26,Mae Hong Son,0.0,0.0,0.0
2023-09-26,Nan,0.0,0.0,0.0
2023-09-26,Phayao,0.0,0.0,0.0
2023-09-26,Phrae,0.0,0.0,0.0
2023-09-27,Chiang Mai,0.0,0.0,0.0
2023-09-27,Chiang Rai,0.0,0.0,0.0
2023-09-27,Lampang,0.0,0.0,0.0
2023-09-27,Lamphun,0.0,0.0,0.0
2023-09-27,Mae Hong Son,0.0,0.0,0.0
2023-09-27,Nan,0.0,0.0,0.0
2023-09-27,Phayao,0.0,0.0,0.0
2023-09-27,Phrae,0.0,0.0,0.0
2023-09-28,Chiang Mai,0.0,0.0,0.0
2023-09-28,Chiang Rai,0.0,0.0,0.0
2023-09-28,Lampang,0.0,0.0,0.0
2023-09-28,Lamphun,0.0,0.0,0.0
2023-09-28,Mae Hong Son,0.0,0.0,0.0
2023-09-28,Nan,0.0,0.0,0.0
2023-09-28,Phayao,0.0,0.0,0.0
2023-09-28,Phrae,0.0,0.0,0.0
2023-09-29,Chiang Mai,0.0,0.0,0.0
2023-09-29,Chiang Rai,0.0,0.0,0.0
2023-09-29,Lampang,0.0,0.0,0.0
2023-09-29,Lamphun,0.0,0.0,0.0
2023-09-29,Mae Hong Son,0.0,0.0,0.0
2023-09-29,Nan,0.0,0.0,0.0
2023-09-29,Phayao,0.0,0.0,0.0
2023-09-29,Phrae,0.0,0.0,0.0
2023-09-30,Chiang Mai,0.0,0.0,0.0
2023-09-30,Chiang Rai,0.0,0.0,0.0
2023-09-30,Lampang,0.0,0.0,0.0
2023-09-30,Lamphun,0.0,0.0,0.0
2023-09-30,Mae Hong Son,0.0,0.0,0.0
2023-09-30,Nan,0.0,0.0,0.0
2023-09-30,Phayao,0.0,0.0,0.0
2023-09-30,Phrae,0.0,0.0,0.0
2023-10-01,Chiang Mai,0.0,0.0,0.0
2023-10-01,Chiang Rai,0.0,0.0,0.0
2023-10-01,Lampang,0.0,0.0,0.0
2023-10-01,Lamphun,0.0,0.0,0.0
2023-10-01,Mae Hong Son,0.0,0.0,0.0
2023-10-01,Nan,0.0,0.0,0.0
2023-10-01,Phayao,0.0,0.0,0.0
2023-10-01,Phrae,0.0,0.0,0.0
2023-10-02,Chiang Mai,0.0,0.0,0.0
2023-10-02,Chiang Rai,0.0,0.0,0.0
2023-10-02,Lampang,0.0,0.0,0.0
2023-10-02,Lamphun,0.0,0.0,0.0
2023-10-02,Mae Hong Son,0.0,0.0,0.0
2023-10-02,Nan,0.0,0.0,0.0
2023-10-02,Phayao,0.0,0.0,0.0
2023-10-02,Phrae,0.0,0.0,0.0
2023-10-03,Chiang Mai,0.0,0.0,0.0
2023-10-03,Chiang Rai,2.0,8.92,4.46
2023-10-03,Lampang,0.0,0.0,0.0
2023-10-03,Lamphun,0.0,0.0,0.0
2023-10-03,Mae Hong Son,0.0,0.0,0.0
2023-10-03,Nan,1.0,4.91,4.91
2023-10-03,Phayao,0.0,0.0,0.0
2023-10-03,Phrae,0.0,0.0,0.0
2023-10-04,Chiang Mai,0.0,0.0,0.0
2023-10-04,Chiang Rai,1.0,3.65,3.65
2023-10-04,Lampang,0.0,0.0,0.0
2023-10-04,Lamphun,0.0,0.0,0.0
2023-10-04,Mae Hong Son,0.0,0.0,0.0
2023-10-04,Nan,0.0,0.0,0.0
2023-10-04,Phayao,0.0,0.0,0.0
2023-10-04,Phrae,1.0,3.06,3.06
2023-10-05,Chiang Mai,0.0,0.0,0.0
2023-10-05,Chiang Rai,0.0,0.0,0.0
2023-10-05,Lampang,0.0,0.0,0.0
2023-10-05,Lamphun,0.0,0.0,0.0
2023-10-05,Mae Hong Son,0.0,0.0,0.0
2023-10-05,Nan,0.0,0.0,0.0
2023-10-05,Phayao,2.0,9.559999999999999,4.779999999999999
2023-10-05,Phrae,0.0,0.0,0.0
2023-10-06,Chiang Mai,0.0,0.0,0.0
2023-10-06,Chiang Rai,1.0,4.19,4.19
2023-10-06,Lampang,0.0,0.0,0.0
2023-10-06,Lamphun,0.0,0.0,0.0
2023-10-06,Mae Hong Son,0.0,0.0,0.0
2023-10-06,Nan,0.0,0.0,0.0
2023-10-06,Phayao,0.0,0.0,0.0
2023-10-06,Phrae,0.0,0.0,0.0
2023-10-07,Chiang Mai,0.0,0.0,0.0
2023-10-07,Chiang Rai,1.0,2.76,2.76
2023-10-07,Lampang,0.0,0.0,0.0
2023-10-07,Lamphun,0.0,0.0,0.0
2023-10-07,Mae Hong Son,0.0,0.0,0.0
2023-10-07,Nan,1.0,3.44,3.44
2023-10-07,Phayao,0.0,0.0,0.0
2023-10-07,Phrae,0.0,0.0,0.0
2023-10-08,Chiang Mai,0.0,0.0,0.0
2023-10-08,Chiang Rai,3.0,18.52,6.173333333333333
2023-10-08,Lampang,0.0,0.0,0.0
2023-10-08,Lamphun,0.0,0.0,0.0
2023-10-08,Mae Hong Son,0.0,0.0,0.0
2023-10-08,Nan,0.0,0.0,0.0
2023-10-08,Phayao,0.0,0.0,0.0
2023-10-08,Phrae,0.0,0.0,0.0
2023-10-09,Chiang Mai,0.0,0.0,0.0
2023-10-09,Chiang Rai,0.0,0.0,0.0
2023-10-09,Lampang,0.0,0.0,0.0
2023-10-09,Lamphun,0.0,0.0,0.0
2023-10-09,Mae Hong Son,0.0,0.0,0.0
2023-10-09,Nan,0.0,0.0,0.0
2023-10-09,Phayao,0.0,0.0,0.0
2023-10-09,Phrae,0.0,0.0,0.0
2023-10-10,Chiang Mai,0.0,0.0,0.0
2023-10-10,Chiang Rai,0.0,0.0,0.0
2023-10-10,Lampang,0.0,0.0,0.0
2023-10-10,Lamphun,0.0,0.0,0.0
2023-10-10,Mae Hong Son,0.0,0.0,0.0
2023-10-10,Nan,0.0,0.0,0.0
2023-10-10,Phayao,0.0,0.0,0.0
2023-10-10,Phrae,0.0,0.0,0.0
2023-10-11,Chiang Mai,0.0,0.0,0.0
2023-10-11,Chiang Rai,0.0,0.0,0.0
2023-10-11,Lampang,0.0,0.0,0.0
2023-10-11,Lamphun,0.0,0.0,0.0
2023-10-11,Mae Hong Son,0.0,0.0,0.0
2023-10-11,Nan,0.0,0.0,0.0
2023-10-11,Phayao,0.0,0.0,0.0
2023-10-11,Phrae,0.0,0.0,0.0
2023-10-12,Chiang Mai,0.0,0.0,0.0
2023-10-12,Chiang Rai,0.0,0.0,0.0
2023-10-12,Lampang,0.0,0.0,0.0
2023-10-12,Lamphun,0.0,0.0,0.0
2023-10-12,Mae Hong Son,0.0,0.0,0.0
2023-10-12,Nan,0.0,0.0,0.0
2023-10-12,Phayao,0.0,0.0,0.0
2023-10-12,Phrae,0.0,0.0,0.0
2023-10-13,Chiang Mai,0.0,0.0,0.0
2023-10-13,Chiang Rai,0.0,0.0,0.0
2023-10-13,Lampang,0.0,0.0,0.0
2023-10-13,Lamphun,0.0,0.0,0.0
2023-10-13,Mae Hong Son,0.0,0.0,0.0
2023-10-13,Nan,0.0,0.0,0.0
2023-10-13,Phayao,0.0,0.0,0.0
2023-10-13,Phrae,0.0,0.0,0.0
2023-10-14,Chiang Mai,0.0,0.0,0.0
2023-10-14,Chiang Rai,0.0,0.0,0.0
2023-10-14,Lampang,0.0,0.0,0.0
2023-10-14,Lamphun,0.0,0.0,0.0
2023-10-14,Mae Hong Son,0.0,0.0,0.0
2023-10-14,Nan,0.0,0.0,0.0
2023-10-14,Phayao,0.0,0.0,0.0
2023-10-14,Phrae,0.0,0.0,0.0
2023-10-15,Chiang Mai,0.0,0.0,0.0
2023-10-15,Chiang Rai,0.0,0.0,0.0
2023-10-15,Lampang,0.0,0.0,0.0
2023-10-15,Lamphun,0.0,0.0,0.0
2023-10-15,Mae Hong Son,0.0,0.0,0.0
2023-10-15,Nan,0.0,0.0,0.0
2023-10-15,Phayao,0.0,0.0,0.0
2023-10-15,Phrae,0.0,0.0,0.0
2023-10-16,Chiang Mai,0.0,0.0,0.0
2023-10-16,Chiang Rai,0.0,0.0,0.0
2023-10-16,Lampang,0.0,0.0,0.0
2023-10-16,Lamphun,0.0,0.0,0.0
2023-10-16,Mae Hong Son,0.0,0.0,0.0
2023-10-16,Nan,0.0,0.0,0.0
2023-10-16,Phayao,0.0,0.0,0.0
2023-10-16,Phrae,0.0,0.0,0.0
2023-10-17,Chiang Mai,0.0,0.0,0.0
2023-10-17,Chiang Rai,0.0,0.0,0.0
2023-10-17,Lampang,0.0,0.0,0.0
2023-10-17,Lamphun,0.0,0.0,0.0
2023-10-17,Mae Hong Son,0.0,0.0,0.0
2023-10-17,Nan,0.0,0.0,0.0
2023-10-17,Phayao,0.0,0.0,0.0
2023-10-17,Phrae,0.0,0.0,0.0
2023-10-18,Chiang Mai,0.0,0.0,0.0
2023-10-18,Chiang Rai,1.0,2.91,2.91
2023-10-18,Lampang,0.0,0.0,0.0
2023-10-18,Lamphun,0.0,0.0,0.0
2023-10-18,Mae Hong Son,0.0,0.0,0.0
2023-10-18,Nan,0.0,0.0,0.0
2023-10-18,Phayao,0.0,0.0,0.0
2023-10-18,Phrae,0.0,0.0,0.0
2023-10-19,Chiang Mai,1.0,2.76,2.76
2023-10-19,Chiang Rai,1.0,3.58,3.58
2023-10-19,Lampang,1.0,6.95,6.95
2023-10-19,Lamphun,0.0,0.0,0.0
2023-10-19,Mae Hong Son,0.0,0.0,0.0
2023-10-19,Nan,0.0,0.0,0.0
2023-10-19,Phayao,0.0,0.0,0.0
2023-10-19,Phrae,0.0,0.0,0.0
2023-10-20,Chiang Mai,2.0,3.63,1.815
2023-10-20,Chiang Rai,2.0,4.54,2.27
2023-10-20,Lampang,1.0,4.05,4.05
2023-10-20,Lamphun,0.0,0.0,0.0
2023-10-20,Mae Hong Son,0.0,0.0,0.0
2023-10-20,Nan,0.0,0.0,0.0
2023-10-20,Phayao,1.0,4.14,4.14
2023-10-20,Phrae,3.0,8.11,2.703333333333333
2023-10-21,Chiang Mai,0.0,0.0,0.0
2023-10-21,Chiang Rai,0.0,0.0,0.0
2023-10-21,Lampang,0.0,0.0,0.0
2023-10-21,Lamphun,0.0,0.0,0.0
2023-10-21,Mae Hong Son,0.0,0.0,0.0
2023-10-21,Nan,0.0,0.0,0.0
2023-10-21,Phayao,0.0,0.0,0.0
2023-10-21,Phrae,0.0,0.0,0.0
2023-10-22,Chiang Mai,0.0,0.0,0.0
2023-10-22,Chiang Rai,0.0,0.0,0.0
2023-10-22,Lampang,0.0,0.0,0.0
2023-10-22,Lamphun,0.0,0.0,0.0
2023-10-22,Mae Hong Son,0.0,0.0,0.0
2023-10-22,Nan,0.0,0.0,0.0
2023-10-22,Phayao,0.0,0.0,0.0
2023-10-22,Phrae,0.0,0.0,0.0
2023-10-23,Chiang Mai,0.0,0.0,0.0
2023-10-23,Chiang Rai,0.0,0.0,0.0
2023-10-23,Lampang,0.0,0.0,0.0
2023-10-23,Lamphun,0.0,0.0,0.0
2023-10-23,Mae Hong Son,0.0,0.0,0.0
2023-10-23,Nan,0.0,0.0,0.0
2023-10-23,Phayao,0.0,0.0,0.0
2023-10-23,Phrae,0.0,0.0,0.0
2023-10-24,Chiang Mai,0.0,0.0,0.0
2023-10-24,Chiang Rai,1.0,1.98,1.98
2023-10-24,Lampang,0.0,0.0,0.0
2023-10-24,Lamphun,0.0,0.0,0.0
2023-10-24,Mae Hong Son,0.0,0.0,0.0
2023-10-24,Nan,0.0,0.0,0.0
2023-10-24,Phayao,0.0,0.0,0.0
2023-10-24,Phrae,0.0,0.0,0.0
2023-10-25,Chiang Mai,1.0,3.37,3.37
2023-10-25,Chiang Rai,1.0,2.93,2.93
2023-10-25,Lampang,0.0,0.0,0.0
2023-10-25,Lamphun,0.0,0.0,0.0
2023-10-25,Mae Hong Son,0.0,0.0,0.0
2023-10-25,Nan,0.0,0.0,0.0
2023-10-25,Phayao,1.0,2.51,2.51
2023-10-25,Phrae,1.0,3.42,3.42
2023-10-26,Chiang Mai,0.0,0.0,0.0
2023-10-26,Chiang Rai,0.0,0.0,0.0
2023-10-26,Lampang,0.0,0.0,0.0
2023-10-26,Lamphun,0.0,0.0,0.0
2023-10-26,Mae Hong Son,0.0,0.0,0.0
2023-10-26,Nan,1.0,8.57,8.57
2023-10-26,Phayao,1.0,2.99,2.99
2023-10-26,Phrae,1.0,9.79,9.79
2023-10-27,Chiang Mai,1.0,2.8,2.8
2023-10-27,Chiang Rai,0.0,0.0,0.0
2023-10-27,Lampang,0.0,0.0,0.0
2023-10-27,Lamphun,0.0,0.0,0.0
2023-10-27,Mae Hong Son,0.0,0.0,0.0
2023-10-27,Nan,0.0,0.0,0.0
2023-10-27,Phayao,0.0,0.0,0.0
2023-10-27,Phrae,0.0,0.0,0.0
2023-10-28,Chiang Mai,0.0,0.0,0.0
2023-10-28,Chiang Rai,0.0,0.0,0.0
2023-10-28,Lampang,0.0,0.0,0.0
2023-10-28,Lamphun,0.0,0.0,0.0
2023-10-28,Mae Hong Son,0.0,0.0,0.0
2023-10-28,Nan,0.0,0.0,0.0
2023-10-28,Phayao,0.0,0.0,0.0
2023-10-28,Phrae,0.0,0.0,0.0
2023-10-29,Chiang Mai,0.0,0.0,0.0
2023-10-29,Chiang Rai,0.0,0.0,0.0
2023-10-29,Lampang,0.0,0.0,0.0
2023-10-29,Lamphun,0.0,0.0,0.0
2023-10-29,Mae Hong Son,0.0,0.0,0.0
2023-10-29,Nan,0.0,0.0,0.0
2023-10-29,Phayao,0.0,0.0,0.0
2023-10-29,Phrae,0.0,0.0,0.0
2023-10-30,Chiang Mai,0.0,0.0,0.0
2023-10-30,Chiang Rai,0.0,0.0,0.0
2023-10-30,Lampang,0.0,0.0,0.0
2023-10-30,Lamphun,0.0,0.0,0.0
2023-10-30,Mae Hong Son,0.0,0.0,0.0
2023-10-30,Nan,0.0,0.0,0.0
2023-10-30,Phayao,0.0,0.0,0.0
2023-10-30,Phrae,0.0,0.0,0.0
2023-10-31,Chiang Mai,0.0,0.0,0.0
2023-10-31,Chiang Rai,0.0,0.0,0.0
2023-10-31,Lampang,0.0,0.0,0.0
2023-10-31,Lamphun,0.0,0.0,0.0
2023-10-31,Mae Hong Son,0.0,0.0,0.0
2023-10-31,Nan,0.0,0.0,0.0
2023-10-31,Phayao,0.0,0.0,0.0
2023-10-31,Phrae,0.0,0.0,0.0
2023-11-01,Chiang Mai,0.0,0.0,0.0
2023-11-01,Chiang Rai,0.0,0.0,0.0
2023-11-01,Lampang,0.0,0.0,0.0
2023-11-01,Lamphun,0.0,0.0,0.0
2023-11-01,Mae Hong Son,0.0,0.0,0.0
2023-11-01,Nan,0.0,0.0,0.0
2023-11-01,Phayao,0.0,0.0,0.0
2023-11-01,Phrae,0.0,0.0,0.0
2023-11-02,Chiang Mai,0.0,0.0,0.0
2023-11-02,Chiang Rai,0.0,0.0,0.0
2023-11-02,Lampang,0.0,0.0,0.0
2023-11-02,Lamphun,0.0,0.0,0.0
2023-11-02,Mae Hong Son,0.0,0.0,0.0
2023-11-02,Nan,0.0,0.0,0.0
2023-11-02,Phayao,0.0,0.0,0.0
2023-11-02,Phrae,0.0,0.0,0.0
2023-11-03,Chiang Mai,1.0,3.08,3.08
2023-11-03,Chiang Rai,0.0,0.0,0.0
2023-11-03,Lampang,0.0,0.0,0.0
2023-11-03,Lamphun,0.0,0.0,0.0
2023-11-03,Mae Hong Son,0.0,0.0,0.0
2023-11-03,Nan,0.0,0.0,0.0
2023-11-03,Phayao,0.0,0.0,0.0
2023-11-03,Phrae,1.0,1.57,1.57
2023-11-04,Chiang Mai,0.0,0.0,0.0
2023-11-04,Chiang Rai,1.0,11.01,11.01
2023-11-04,Lampang,0.0,0.0,0.0
2023-11-04,Lamphun,0.0,0.0,0.0
2023-11-04,Mae Hong Son,1.0,2.78,2.78
2023-11-04,Nan,0.0,0.0,0.0
2023-11-04,Phayao,0.0,0.0,0.0
2023-11-04,Phrae,4.0,25.44,6.36
2023-11-05,Chiang Mai,0.0,0.0,0.0
2023-11-05,Chiang Rai,2.0,20.950000000000003,10.475000000000001
2023-11-05,Lampang,1.0,2.41,2.41
2023-11-05,Lamphun,0.0,0.0,0.0
2023-11-05,Mae Hong Son,0.0,0.0,0.0
2023-11-05,Nan,0.0,0.0,0.0
2023-11-05,Phayao,1.0,1.9,1.9
2023-11-05,Phrae,1.0,3.02,3.02
2023-11-06,Chiang Mai,0.0,0.0,0.0
2023-11-06,Chiang Rai,3.0,7.75,2.5833333333333335
2023-11-06,Lampang,0.0,0.0,0.0
2023-11-06,Lamphun,0.0,0.0,0.0
2023-11-06,Mae Hong Son,0.0,0.0,0.0
2023-11-06,Nan,0.0,0.0,0.0
2023-11-06,Phayao,0.0,0.0,0.0
2023-11-06,Phrae,0.0,0.0,0.0
2023-11-07,Chiang Mai,0.0,0.0,0.0
2023-11-07,Chiang Rai,0.0,0.0,0.0
2023-11-07,Lampang,0.0,0.0,0.0
2023-11-07,Lamphun,0.0,0.0,0.0
2023-11-07,Mae Hong Son,0.0,0.0,0.0
2023-11-07,Nan,0.0,0.0,0.0
2023-11-07,Phayao,0.0,0.0,0.0
2023-11-07,Phrae,1.0,2.63,2.63
2023-11-08,Chiang Mai,0.0,0.0,0.0
2023-11-08,Chiang Rai,0.0,0.0,0.0
2023-11-08,Lampang,0.0,0.0,0.0
2023-11-08,Lamphun,0.0,0.0,0.0
2023-11-08,Mae Hong Son,0.0,0.0,0.0
2023-11-08,Nan,0.0,0.0,0.0
2023-11-08,Phayao,0.0,0.0,0.0
2023-11-08,Phrae,1.0,1.82,1.82
2023-11-09,Chiang Mai,0.0,0.0,0.0
2023-11-09,Chiang Rai,0.0,0.0,0.0
2023-11-09,Lampang,1.0,4.83,4.83
2023-11-09,Lamphun,0.0,0.0,0.0
2023-11-09,Mae Hong Son,0.0,0.0,0.0
2023-11-09,Nan,0.0,0.0,0.0
2023-11-09,Phayao,0.0,0.0,0.0
2023-11-09,Phrae,2.0,4.9799999999999995,2.4899999999999998
2023-11-10,Chiang Mai,3.0,9.81,3.27
2023-11-10,Chiang Rai,6.0,15.61,2.6016666666666666
2023-11-10,Lampang,0.0,0.0,0.0
2023-11-10,Lamphun,1.0,3.05,3.05
2023-11-10,Mae Hong Son,0.0,0.0,0.0
2023-11-10,Nan,0.0,0.0,0.0
2023-11-10,Phayao,0.0,0.0,0.0
2023-11-10,Phrae,1.0,4.05,4.05
2023-11-11,Chiang Mai,0.0,0.0,0.0
2023-11-11,Chiang Rai,3.0,6.29,2.0966666666666667
2023-11-11,Lampang,2.0,5.87,2.935
2023-11-11,Lamphun,0.0,0.0,0.0
2023-11-11,Mae Hong Son,0.0,0.0,0.0
2023-11-11,Nan,0.0,0.0,0.0
2023-11-11,Phayao,1.0,3.18,3.18
2023-11-11,Phrae,1.0,4.29,4.29
2023-11-12,Chiang Mai,0.0,0.0,0.0
2023-11-12,Chiang Rai,0.0,0.0,0.0
2023-11-12,Lampang,0.0,0.0,0.0
2023-11-12,Lamphun,0.0,0.0,0.0
2023-11-12,Mae Hong Son,0.0,0.0,0.0
2023-11-12,Nan,0.0,0.0,0.0
2023-11-12,Phayao,0.0,0.0,0.0
2023-11-12,Phrae,0.0,0.0,0.0
2023-11-13,Chiang Mai,0.0,0.0,0.0
2023-11-13,Chiang Rai,0.0,0.0,0.0
2023-11-13,Lampang,1.0,3.26,3.26
2023-11-13,Lamphun,0.0,0.0,0.0
2023-11-13,Mae Hong Son,0.0,0.0,0.0
2023-11-13,Nan,0.0,0.0,0.0
2023-11-13,Phayao,0.0,0.0,0.0
2023-11-13,Phrae,1.0,3.89,3.89
2023-11-14,Chiang Mai,0.0,0.0,0.0
2023-11-14,Chiang Rai,0.0,0.0,0.0
2023-11-14,Lampang,1.0,6.74,6.74
2023-11-14,Lamphun,0.0,0.0,0.0
2023-11-14,Mae Hong Son,0.0,0.0,0.0
2023-11-14,Nan,0.0,0.0,0.0
2023-11-14,Phayao,0.0,0.0,0.0
2023-11-14,Phrae,1.0,3.5,3.5
2023-11-15,Chiang Mai,0.0,0.0,0.0
2023-11-15,Chiang Rai,2.0,7.42,3.71
2023-11-15,Lampang,1.0,1.73,1.73
2023-11-15,Lamphun,0.0,0.0,0.0
2023-11-15,Mae Hong Son,2.0,7.38,3.69
2023-11-15,Nan,0.0,0.0,0.0
2023-11-15,Phayao,2.0,9.530000000000001,4.765000000000001
2023-11-15,Phrae,4.0,17.15,4.2875
2023-11-16,Chiang Mai,2.0,9.08,4.54
2023-11-16,Chiang Rai,6.0,20.39,3.3983333333333334
2023-11-16,Lampang,0.0,0.0,0.0
2023-11-16,Lamphun,0.0,0.0,0.0
2023-11-16,Mae Hong Son,0.0,0.0,0.0
2023-11-16,Nan,0.0,0.0,0.0
2023-11-16,Phayao,2.0,6.279999999999999,3.1399999999999997
2023-11-16,Phrae,5.0,16.48,3.2960000000000003
2023-11-17,Chiang Mai,0.0,0.0,0.0
2023-11-17,Chiang Rai,2.0,7.369999999999999,3.6849999999999996
2023-11-17,Lampang,0.0,0.0,0.0
2023-11-17,Lamphun,0.0,0.0,0.0
2023-11-17,Mae Hong Son,0.0,0.0,0.0
2023-11-17,Nan,0.0,0.0,0.0
2023-11-17,Phayao,0.0,0.0,0.0
2023-11-17,Phrae,2.0,10.84,5.42
2023-11-18,Chiang Mai,0.0,0.0,0.0
2023-11-18,Chiang Rai,2.0,10.98,5.49
2023-11-18,Lampang,0.0,0.0,0.0
2023-11-18,Lamphun,0.0,0.0,0.0
2023-11-18,Mae Hong Son,0.0,0.0,0.0
2023-11-18,Nan,1.0,0.82,0.82
2023-11-18,Phayao,0.0,0.0,0.0
2023-11-18,Phrae,3.0,12.89,4.296666666666667
2023-11-19,Chiang Mai,0.0,0.0,0.0
2023-11-19,Chiang Rai,2.0,3.38,1.69
2023-11-19,Lampang,1.0,6.34,6.34
2023-11-19,Lamphun,0.0,0.0,0.0
2023-11-19,Mae Hong Son,1.0,5.71,5.71
2023-11-19,Nan,1.0,3.1,3.1
2023-11-19,Phayao,2.0,3.2,1.6
2023-11-19,Phrae,3.0,17.369999999999997,5.789999999999999
2023-11-20,Chiang Mai,3.0,6.970000000000001,2.3233333333333337
2023-11-20,Chiang Rai,3.0,15.530000000000001,5.176666666666667
2023-11-20,Lampang,3.0,7.17,2.39
2023-11-20,Lamphun,0.0,0.0,0.0
2023-11-20,Mae Hong Son,1.0,3.13,3.13
